Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Flag,Actual,W/L
Disposal,16,Marcus Windhager,STK,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,18.5,8%,28%,,,21,-1
Disposal,16,Max Hall,STK,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,13.5,-3%,50%,,,21,-1
Disposal,16,Mitch Owens,STK,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,12.5,8%,43%,,,14,-1
Disposal,16,Hunter Clark,STK,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,17.5,-17%,66%,,,16,1
Mark,16,Cooper Sharman,STK,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5.5,0%,57%,,🥇 TIER 1 #1 - KeyF + Mark (90.9% WR) (Need: Lines >5.0),4,1
Disposal,16,Anthony Caminiti,STK,FRE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,13.5,1%,57%,,,14,-1
Disposal,16,Rowan Marshall,STK,FRE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,17.5,3%,50%,,,22,-1
Mark,16,Mason Wood,STK,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,6.5,-4%,50%,#2,🥇 TIER 1 #3 - Wing + Mark (84.6% WR) (Need: Line vs Avg <-20% + Line >4.5),4,1
Disposal,16,Darcy Wilson,STK,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17,-2%,58%,,,12,1
Disposal,16,Mason Wood,STK,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,15.5,-2%,50%,,,15,1
Disposal,17,Nasiah Wanganeen-Milera,STK,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,28.5,2%,47%,4,Disposal + Neutral Weather + Line >27,43,-1
Mark,15,Sam Banks,RIC,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-29%,75%,,,1,1
Mark,17,Jack Sinclair,STK,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,4%,53%,,,4,1
Mark,17,Cooper Sharman,STK,HAW,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,9%,54%,,,5,0
Mark,17,Mason Wood,STK,HAW,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,1%,54%,6,Wing + Mark + Avg <20% + Line >4.5,5,1
Disposal,10,Matt Roberts,SYD,CAR,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,23,8%,22%,,,20,1
Disposal,10,Dane Rampe,SYD,CAR,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13,10%,56%,,,8,1
Disposal,10,Sam Wicks,SYD,CAR,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,14,4%,56%,,,20,-1
Disposal,10,Nick Blakey,SYD,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,19.5,6%,44%,,,13,1
Disposal,10,Chad Warner,SYD,CAR,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,22.5,-4%,44%,,,30,-1
Disposal,10,Isaac Heeney,SYD,CAR,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,22.5,-4%,78%,,,38,-1
Mark,10,Nick Blakey,SYD,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,9%,78%,,,1,1
Disposal,10,Tom McCartin,SYD,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,11,0%,56%,,,14,-1
Mark,10,Tom McCartin,SYD,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,13%,44%,,,5,0
Tackle,11,Braeden Campbell,SYD,MEL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,7%,78%,,,7,-1
Tackle,11,James Rowbottom,SYD,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,6%,56%,,,9,-1
Mark,11,Nick Blakey,SYD,MEL,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-5%,78%,,,6,-1
Disposal,12,James Jordon,SYD,ADE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,14.5,900%,36%,,,11,1
Mark,12,Matt Roberts,SYD,ADE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,2%,64%,,,8,-1
Mark,12,Riley Bice,SYD,ADE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,12%,60%,,,0,1
Disposal,12,Chad Warner,SYD,ADE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,25,-8%,73%,,,19,1
Disposal,12,James Rowbottom,SYD,ADE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,19,-4%,46%,,,20,-1
Disposal,12,Braeden Campbell,SYD,ADE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,13.5,0%,36%,,🟡 CONSIDER,8,1
Mark,12,Nick Blakey,SYD,ADE,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,2%,73%,,🟡 CONSIDER,0,1
Mark,12,Hayden McLean,SYD,ADE,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,3.5,6%,60%,,🟢 STRONG BET,1,1
Tackle,12,James Rowbottom,SYD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6.5,11%,55%,,🟢 STRONG BET,9,-1
Tackle,12,Chad Warner,SYD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,-5%,65%,,🟢 STRONG BET,4,0
Disposal,12,Brodie Grundy,SYD,ADE,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,16,7%,46%,,🟡 CONSIDER,23,-1
Mark,12,Jake Lloyd,SYD,ADE,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6.5,11%,46%,,🟢 STRONG BET,3,1
Disposal,12,Jake Lloyd,SYD,ADE,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,20,6%,46%,,🟢 STRONG BET,11,1
Mark,15,Nick Blakey,SYD,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,5%,67%,,,5,0
Mark,15,Riley Bice,SYD,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,20%,50%,,,0,1
Mark,15,Dane Rampe,SYD,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,0%,62%,,,4,0
Mark,15,Matt Roberts,SYD,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,4%,58%,,,6,0
Mark,16,Hayden McLean,SYD,WBD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,-16%,73%,,,4,0
Mark,17,Errol Gulden,SYD,FRE,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,5%,58%,6,Wing + Mark + Avg <20% + Line >4.5,7,-1
Mark,17,Callum Mills,SYD,FRE,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6.5,0%,50%,,,5,1
Mark,17,Matt Roberts,SYD,FRE,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,12%,36%,,,5,1
Mark,17,Nick Blakey,SYD,FRE,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.5,18%,36%,,,7,-1
Tackle,10,Ryley Sanders,WBD,ESS,GenF,✅ Neutral,🔵 Avoid (Rain),🟡 Slight Unders,4,-8%,89%,,,1,1
Disposal,10,Bailey Dale,WBD,ESS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,26.5,1%,44%,,,49,-1
Disposal,10,Lachlan Bramble,WBD,ESS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,17.5,-2%,56%,,,14,1
Disposal,10,Jason Johannisen,WBD,ESS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,19,-8%,60%,,,20,-1
Disposal,10,Aaron Naughton,WBD,ESS,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,11.5,1%,56%,,,11,1
Tackle,11,Ryley Sanders,WBD,GEE,GenF,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,4,-15%,80%,,,8,-1
Disposal,11,Laitham Vandermeer,WBD,GEE,GenD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,10.5,8%,38%,,,13,-1
DIsposal,11,Ryley Sanders,WBD,GEE,GenF,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,20,5%,60%,,,13,1
Mark,11,Lachlan Bramble,WBD,GEE,GenD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,3.5,20%,50%,,,0,1
Mark,14,Aaron Naughton,WBD,STK,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,0%,67%,,🟢 AUTO-BET - KeyF Mark (Priority #1),3,1
Mark,15,Sam Darcy,WBD,RIC,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,8.5,-16%,71%,,🟢 AUTO-BET 🥇#1 - KeyF + Mark (Need: Lines >5.0),8,1
Mark,15,Aaron Naughton,WBD,RIC,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,5,-3%,70%,,,2,1
Mark,15,Bailey Williams,WBD,RIC,Wing,✅ Neutral,✅ Neutral,🔷 Moderate Easy,7.5,0%,0%,,🟢 AUTO-BET 🏅#4 - Wing + Mark (Need: Line vs Avg <20% + Line >4.5),15,-1
Mark,15,Bailey Dale,WBD,RIC,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6.5,-29%,85%,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),7,-1
Mark,16,Joel Freijah,WBD,SYD,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,0%,50%,,,7,-1
Mark,16,Aaron Naughton,WBD,SYD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,16%,50%,,,12,-1
Mark,16,Bailey Williams,WBD,SYD,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,13%,38%,,🥇 TIER 1 #3 - Wing + Mark (84.6% WR) (Need: Line vs Avg <-20% + Line >4.5),7,0
Mark,16,Sam Darcy,WBD,SYD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,7.5,-3%,25%,,🥇 TIER 1 #1 - KeyF + Mark (90.9% WR) (Need: Lines >5.0),2,1
Disposal,17,Laitham Vandermeer,WBD,NTH,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,12,-6%,62%,,,17,-1
Mark,17,Sam Darcy,WBD,NTH,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,7.5,-11%,33%,1,KeyF + Mark + Line >5.0,6,1
Disposal,17,Lachlan McNeil,WBD,NTH,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,12.5,-13%,57%,,,0,1
Mark,10,Mason Redman,ESS,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,-33%,100%,,,4,1
Disposal,17,Bailey Dale,WBD,NTH,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,28,1%,47%,4,Disposal + Neutral Weather + Line >27,13,1
Disposal,17,Ed Richards,WBD,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,26.5,-2%,40%,4,Disposal + Neutral Weather + Line >27,26,1
Mark,17,Aaron Naughton,WBD,NTH,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,-7%,67%,1,KeyF + Mark + Line >5.0,9,-1
Disposal,17,Rhylee West,WBD,NTH,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,14,1%,47%,,,13,1
Mark,18,Aaron Naughton,WBD,ADE,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.5,2%,63%,1,KeyF + Mark + Line >5.0 + No Easy DvP,5,1
Mark,18,Sam Darcy,WBD,ADE,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,7,6%,40%,1,KeyF + Mark + Line >5.0 + No Easy DvP,5,1
Tackle,18,Tim English,WBD,ADE,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,3.5,4%,56%,2,Tackle + Strong Unders DvP + No Rain + Avg <15%,3,1
Disposal,18,Aaron Naughton,WBD,ADE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,-8%,50%,,SKIP - No Strategy,11,-1
Disposal,18,Ed Richards,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,26.5,2%,44%,,SKIP - No Strategy,29,-1
Disposal,18,James O'Donnell,WBD,ADE,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,9.5,-6%,47%,,SKIP - No Strategy,14,-1
Disposal,18,Jason Johannisen,WBD,ADE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,16,-1%,56%,,SKIP - No Strategy,20,-1
Disposal,18,Joel Freijah,WBD,ADE,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,19.5,-3%,44%,,SKIP - No Strategy,14,1
Disposal,18,Lachlan Bramble,WBD,ADE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,18.5,8%,63%,,SKIP - No Strategy,21,-1
Disposal,18,Laitham Vandermeer,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,11.5,-2%,50%,,SKIP - No Strategy,13,-1
Disposal,18,Marcus Bontempelli,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,25,3%,64%,,SKIP - No Strategy,37,-1
Disposal,18,Matthew Kennedy,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,24.5,0%,38%,,SKIP - No Strategy,6,1
Disposal,18,Rhylee West,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13.5,-4%,50%,,SKIP - No Strategy,10,1
Disposal,18,Rory Lobb,WBD,ADE,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,14,8%,56%,,SKIP - No Strategy,11,1
Disposal,18,Ryley Sanders,WBD,ADE,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,19.5,-5%,40%,,SKIP - No Strategy,16,1
Disposal,18,Sam Darcy,WBD,ADE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,8%,50%,,SKIP - No Strategy,14,1
Disposal,18,Sam Davidson,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16,-4%,60%,,SKIP - No Strategy,12,1
Disposal,18,Tim English,WBD,ADE,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16.5,-7%,44%,,SKIP - No Strategy,20,-1
Disposal,18,Tom Liberatore,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,27.5,0%,38%,,SKIP - No Strategy,26,1
Mark,18,Rory Lobb,WBD,ADE,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.5,12%,56%,,SKIP - No Strategy,3,1
Mark,18,Sam Davidson,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-2%,60%,,SKIP - No Strategy,2,1
Mark,18,Tim English,WBD,ADE,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,9%,50%,,SKIP - No Strategy,7,-1
Tackle,18,Ed Richards,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,9%,63%,,SKIP - No Strategy,3,1
Tackle,18,Joel Freijah,WBD,ADE,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,14%,44%,,SKIP - No Strategy,2,1
Tackle,18,Marcus Bontempelli,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-7%,64%,,SKIP - No Strategy,12,-1
Tackle,18,Matthew Kennedy,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,0%,56%,,SKIP - No Strategy,2,1
Tackle,18,Rhylee West,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,2%,50%,,SKIP - No Strategy,3,1
Tackle,18,Ryley Sanders,WBD,ADE,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-12%,40%,,SKIP - No Strategy,0,1
Tackle,18,Tom Liberatore,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,8%,50%,,SKIP - No Strategy,5,1
Disposal,10,Jamie Cripps,WCE,STK,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,12.5,-6%,67%,,,9,1
Mark,11,Jake Waterman,WCE,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,6,7%,57%,,,4,1
Disposal,11,Liam Ryan,WCE,ADE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,12,1%,63%,,,11,1
Mark,11,Oscar Allen,WCE,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4,-9%,75%,,,4,0
Disposal,11,Tim Kelly,WCE,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,17,-1%,63%,,,17,0
Disposal,11,Jake Waterman,WCE,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11,-4%,57%,,,7,1
Disposal,12,Ryan Maric,WCE,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,22.5,-1%,55%,,,15,1
Disposal,12,Liam Duggan,WCE,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,19,-2%,55%,,,23,-1
Mark,12,Ryan Maric,WCE,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,-7%,82%,,,6,-1
Disposal,12,Reuben Ginbey,WCE,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,11.5,8%,73%,,,16,-1
Disposal,12,Liam Baker,WCE,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,21.5,3%,27%,,,29,-1
Mark,12,Liam Duggan,WCE,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,18%,46%,,,7,-1
Disposal,12,Brady Hough,WCE,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,15,-2%,73%,,,9,1
Disposal,12,Harley Reid,WCE,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,17,-3%,73%,,,19,-1
Disposal,12,Tim Kelly,WCE,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,16,6%,56%,,,19,-1
Tackle,11,Tim Kelly,WCE,ADE,GenF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,3.5,4%,50%,,,3,1
Tackle,11,Harley Reid,WCE,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,-20%,70%,,,2,1
Mark,14,Liam Duggan,WCE,CAR,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,8%,46%,,,7,-1
Mark,14,Oscar Allen,WCE,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-1%,36%,,,4,-1
Disposal,16,Clay Hall,WCE,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,15,-10%,75%,,🥈 TIER 2 #4 - Long Travel + Disposal (77.8% WR) (Need: <-10% Avg vs Line),22,-1
Disposal,16,Tyler Brockman,WCE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,15,-13%,55%,,🥈 TIER 2 #4 - Long Travel + Disposal (77.8% WR) (Need: <-10% Avg vs Line),10,1
Tackle,16,Elijah Hewett,WCE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4.5,16%,40%,,🥈 TIER 2 #5 - Strong DvP + Tackle (73.7% WR),1,1
Tackle,16,Jack Graham,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,11%,46%,,🥈 TIER 2 #5 - Strong DvP + Tackle (73.7% WR),8,-1
Disposal,16,Elijah Hewett,WCE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17,-8%,67%,,,16,1
Disposal,16,Harley Reid,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,18.5,-4%,64%,,,17,1
Disposal,16,Jamie Cripps,WCE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11,3%,42%,,,7,1
Disposal,16,Tim Kelly,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,15,8%,55%,,,12,1
Disposal,16,Jack Graham,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,19,2%,54%,,,19,0
Disposal,16,Brady Hough,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,15.5,-7%,70%,,,27,-1
Disposal,16,Jack Williams,WCE,COL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,9,2%,55%,,,11,-1
Disposal,16,Liam Baker,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,21,7%,36%,,,35,-1
Disposal,16,Liam Duggan,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,20,4%,64%,,,27,-1
Disposal,16,Liam Ryan,WCE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11.5,2%,58%,,,12,-1
Disposal,16,Reuben Ginbey,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11.5,12%,64%,,,15,-1
Disposal,16,Ryan Maric,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17.5,20%,21%,,,21,-1
Disposal,16,Tom McCarthy,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,24.5,0%,27%,,,29,-1
Disposal,16,Sandy Brock,WCE,COL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,10.5,-1%,50%,,,13,-1
Disposal,16,Jayden Hunt,WCE,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,13.5,-3%,50%,,,1,1
Disposal,16,Matt Flynn,WCE,COL,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,12.5,7%,40%,,,15,-1
Mark,17,Liam Duggan,WCE,GWS,GenD,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,0%,73%,9,GenD + Mark + Strong DvP,8,-1
Mark,17,Jack Williams,WCE,GWS,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-11%,50%,2,,0,1
Mark,17,Ryan Maric,WCE,GWS,GenD,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.5,-8%,67%,9,GenD + Mark + Strong DvP,2,1
Tackle,17,Jamie Cripps,WCE,GWS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-6%,54%,,,2,1
Tackle,17,Liam Baker,WCE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,9%,60%,,,1,1
Tackle,17,Brady Hough,WCE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.5,-25%,64%,5,Strong/Moderate DvP + Tackle + Avg <18%,4,1
Tackle,17,Elijah Hewett,WCE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4,-20%,77%,5,Strong/Moderate DvP + Tackle + Avg <18%,3,1
Tackle,17,Jack Graham,WCE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,7,11%,43%,5,Strong/Moderate DvP + Tackle + Avg <18%,4,1
Tackle,11,Liam Baker,WCE,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,-9%,60%,,,2,1
Tackle,17,Tyler Brockman,WCE,GWS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-10%,58%,,,4,-1
Disposal,19,Andrew McGrath,ESS,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,21.5,-1%,44%,,,20,1
Disposal,19,Angus Clarke,ESS,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,13,0%,43%,,,17,-1
Disposal,19,Archie Perkins,ESS,GWS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,15.5,7%,71%,,,16,-1
Disposal,19,Archie Roberts,ESS,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,23.5,-2%,44%,,,17,1
Disposal,19,Isaac Kako,ESS,GWS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11.5,5%,56%,,,8,1
Disposal,19,Jade Gresham,ESS,GWS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11.5,-4%,46%,,,17,-1
Disposal,19,Jaxon Prior,ESS,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,14.5,-8%,50%,,,10,1
Disposal,19,Jayden Laverde,ESS,GWS,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,-2%,38%,,,13,1
Disposal,19,Jordan Ridley,ESS,GWS,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,20,16%,63%,,,23,-1
Disposal,19,Mason Redman,ESS,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,20,-6%,50%,,,22,-1
Disposal,19,Peter Wright,ESS,GWS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,-11%,33%,,,11,0
Disposal,19,Sam Durham,ESS,GWS,InsM,✅ Neutral,✅ Neutral,✅ Neutral,23.5,4%,50%,,,11,1
Disposal,19,Xavier Duursma,ESS,GWS,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,18.5,-5%,31%,,,20,-1
Disposal,19,Zach Merrett,ESS,GWS,InsM,✅ Neutral,✅ Neutral,✅ Neutral,30,6%,56%,,,29,1
Disposal,19,Aaron Cadman,GWS,ESS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,12,24%,82%,,,9,1
Disposal,19,Callum Brown,GWS,ESS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,12.5,-7%,40%,,,12,1
Disposal,19,Connor Idun,GWS,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,19,0%,47%,,,21,-1
Disposal,19,Darcy Jones,GWS,ESS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,15,3%,44%,,,13,1
Disposal,19,Finn Callaghan,GWS,ESS,InsM,✅ Neutral,✅ Neutral,🔵 Strong Easy,29.5,4%,64%,,,33,-1
Disposal,19,Harry Himmelberg,GWS,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,18.5,2%,53%,,,23,-1
Disposal,19,Harry Rowston,GWS,ESS,InsM,✅ Neutral,✅ Neutral,🔵 Strong Easy,18.5,29%,60%,,,6,1
Disposal,19,Jack Buckley,GWS,ESS,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,12.5,0%,59%,,,10,1
Disposal,19,Jake Riccardi,GWS,ESS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,13,2%,54%,,,17,-1
Disposal,19,Jake Stringer,GWS,ESS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,12,20%,70%,,,18,-1
Disposal,19,Joe Fonti,GWS,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,13.5,11%,50%,,,12,1
