Type,Bet Priority,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,,Bet Tier,Bet Flag,Avg vs Line,Line Consistency,Bet Confidence,Line,Actual,W/L
Disposal,11,Zak Butters,PTA,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,-1%,57%,#REF!,28,24,1
Disposal,12,James Rowbottom,SYD,ADE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-4%,46%,,19,20,-1
Disposal,11,Willem Drew,PTA,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,2%,70%,#REF!,18,23,-1
Disposal,11,Miles Bergman,PTA,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,-10%,60%,#REF!,19.5,23,-1
Disposal,11,Tim Kelly,WCE,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-1%,63%,#REF!,17,17,0
Disposal,11,Harvey Langford,MEL,SYD,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,4%,44%,#REF!,19.5,21,-1
Disposal,12,Harley Reid,WCE,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-3%,73%,,17,19,-1
Disposal,12,Tim Kelly,WCE,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,6%,56%,,16,19,-1
Disposal,12,Jack Ross,RIC,GWS,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,4%,45%,,17.5,17,1
Disposal,12,Kamdyn McIntosh,RIC,GWS,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,5%,46%,,14.5,4,1
Disposal,12,Touk Miller,GCS,FRE,InsM,✅ Neutral,⚠️ Medium Unders Edge (Rain),🔴 Strong Unders,,,,5%,50%,,25,24,1
Disposal,12,Max Holmes,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,,-1%,64%,,24.5,27,-1
Disposal,12,Zach Merrett,ESS,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,5%,50%,,28,28,0
Disposal,12,Harvey Langford,MEL,STK,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-5%,40%,,20,10,1
Disposal,12,Christian Petracca,MEL,STK,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,3%,36%,,25.5,22,1
Disposal,12,Noah Anderson,GCS,FRE,InsM,✅ Neutral,⚠️ Medium Unders Edge (Rain),🔴 Strong Unders,,,,8%,50%,,28,39,-1
Disposal,12,Will Ashcroft,BRL,ESS,InsM,🟡 Slight (Short Break),✅ Neutral,🔹 Slight Easy,,,,2%,55%,,26.5,30,-1
Disposal,12,Andrew Brayshaw,FRE,GCS,InsM,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔵 Strong Easy,,,,-4%,55%,,29,30,-1
Disposal,12,Bailey Smith,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,,3%,50%,,30,30,-1
Mark,11,Nasiah Wanganeen-Milera,STK,GCS,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-13%,70%,#REF!,6,3,1
Mark,11,Nick Vlastuin,RIC,ESS,GenD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,,3%,60%,#REF!,6.5,4,1
Disposal,12,Mac Andrew,GCS,FRE,KeyD,✅ Neutral,⚠️ Medium Unders Edge (Rain),✅ Neutral,,,,-3%,67%,,13,20,-1
Disposal,15,Darcy Fort,BRL,GEE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,0%,63%,,11,8,1
Mark,12,Harry Himmelberg,GWS,RIC,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,0%,50%,,6.5,4,1
Mark,12,Jaspa Fletcher,BRL,ESS,Wing,🟡 Slight (Short Break),✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,-13%,64%,,6.5,12,-1
Mark,12,Jesse Hogan,GWS,RIC,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER,-15%,75%,,6.5,4,1
Tackle,12,Jack Higgins,STK,MEL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER,6%,55%,,2.5,1,-1
Tackle,12,Rhyan Mansell,RIC,GWS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER,0%,75%,,3,4,-1
Mark,12,Oliver Dempsey,GEE,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,-20%,91%,,5,2,1
Tackle,11,Kysaiah Pickett,MEL,SYD,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,6%,70%,#REF!,3.5,4,-1
Mark,12,Eric Hipwood,BRL,ESS,KeyF,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,,,🟡 CONSIDER,-6%,73%,,5.5,5,1
Mark,12,Shannon Neale,GEE,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER,-34%,91%,,5.5,5,1
Disposal,12,Tom Stewart,GEE,WCE,Des,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟡 CONSIDER,-22%,67%,,21,18,1
Mark,12,Tom Stewart,GEE,WCE,Des,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟡 CONSIDER,-27%,63%,,7.5,7,1
Mark,11,Jye Amiss,FRE,PTA,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-15%,80%,#REF!,4,3,1
Disposal,12,Ben Long,GCS,FRE,GenF,✅ Neutral,⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟡 CONSIDER,4%,44%,,11.5,11,1
Disposal,12,Dylan Moore,HAW,COL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER,-5%,60%,,17,18,-1
Tackle,10,Jack Macrae,STK,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,,13%,56%,#REF!,5,3,1
Disposal,12,Beau McCreery,COL,HAW,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,-4%,55%,,11,11,0
Disposal,12,Jamie Elliott,COL,HAW,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,6%,50%,,12,12,0
Disposal,12,Levi Ashcroft,BRL,ESS,GenF,🟡 Slight (Short Break),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER,-2%,36%,,21.5,15,1
Tackle,11,Tom Powell,NTH,COL,InsM,✅ Neutral,🔵 Avoid (Rain),🟠 Moderate Unders,,,,16%,40%,#REF!,4.5,3,1
Disposal,12,Braeden Campbell,SYD,ADE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER,0%,36%,,13.5,8,1
Disposal,12,Murphy Reid,FRE,GCS,GenF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔵 Strong Easy,,,🟡 CONSIDER,0%,36%,,13.5,14,-1
Disposal,12,Cam Rayner,BRL,ESS,GenF,🟡 Slight (Short Break),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER,-5%,73%,,15,14,1
Disposal,12,Callum Ah Chee,BRL,ESS,GenF,🟡 Slight (Short Break),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER,-2%,64%,,12,13,-1
Mark,11,Connor Idun,GWS,CAR,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,1%,50%,#REF!,7,5,1
Disposal,12,Michael Frederick,FRE,GCS,GenF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔵 Strong Easy,,,🟡 CONSIDER,1%,46%,,12,7,1
Mark,11,Lachie Whitfield,GWS,CAR,Des,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,6%,50%,#REF!,7,5,1
Disposal,10,Nasiah Wanganeen-Milera,STK,WCE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,1%,44%,#REF!,27.5,27,1
Tackle,11,George Wardlaw,NTH,COL,InsM,✅ Neutral,🔵 Avoid (Rain),🟠 Moderate Unders,,,,0%,50%,#REF!,5.5,4,1
Disposal,10,Noah Balta,RIC,NTH,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,-3%,33%,#REF!,14.5,11,1
Disposal,12,Shaun Mannagh,GEE,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER,1%,63%,,18.5,18,1
Mark,11,Lachlan Bramble,WBD,GEE,GenD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,,20%,50%,#REF!,3.5,0,1
Disposal,10,Connor O'Sullivan,GEE,PTA,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,13%,56%,#REF!,12,5,1
Disposal,10,Nick Blakey,SYD,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,6%,44%,#REF!,19.5,13,1
Mark,11,Jack Darling,NTH,COL,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,10%,50%,#REF!,3,5,-1
Disposal,12,Brad Close,GEE,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER,-1%,55%,,12,13,-1
Disposal,12,Charlie Cameron,BRL,ESS,GenF,🟡 Slight (Short Break),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER,-11%,56%,,11.5,8,-1
Disposal,10,Tom McCartin,SYD,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,0%,56%,#REF!,11,14,-1
Disposal,10,Callum Wilkie,STK,WCE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,4%,44%,#REF!,18,24,-1
Disposal,12,Ben Ainsworth,GCS,FRE,GenF,✅ Neutral,⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟡 CONSIDER,5%,33%,,14.5,13,1
Disposal,11,Mitch McGovern,CAR,GWS,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-7%,60%,#REF!,16.5,15,1
Disposal,11,Jack Buckley,GWS,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,-2%,50%,#REF!,12.5,8,1
Disposal,12,Jake Melksham,MEL,STK,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,-10%,71%,,11,9,1
Disposal,11,Alex Pearce,FRE,PTA,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,4%,50%,#REF!,11,12,-1
Disposal,12,Daniel Turner,MEL,STK,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,0,25%,,15.5,14,1
Mark,12,Nick Blakey,SYD,ADE,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER,2%,73%,,5,0,1
Mark,12,Jayden Laverde,ESS,BRL,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER,-9%,50%,,5.5,7,-1
Disposal,11,Karl Worner,FRE,PTA,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,-3%,56%,#REF!,13.5,18,-1
Disposal,11,Nathan Broad,RIC,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,🔹 Slight Easy,,,,-7%,60%,#REF!,15,22,-1
Disposal,11,Caleb Daniel,NTH,COL,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,9%,30%,#REF!,23.5,30,-1
Mark,12,Jeremy Cameron,GEE,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER,-18%,64%,,7,7,0
Mark,12,Jarrod Berry,BRL,ESS,GenF,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,,,🟡 CONSIDER,-2%,60%,,5.5,9,-1
Mark,12,Jack Payne,BRL,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,🔵 Strong Easy,,,🟡 CONSIDER,-20%,60%,,6.5,9,-1
Mark,12,Harris Andrews,BRL,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,🔵 Strong Easy,,,🟡 CONSIDER,11%,45%,,6.5,12,-1
Mark,12,Peter Wright,ESS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,17%,50%,,5,6,-1
Disposal,12,Nathan Broad,RIC,GWS,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER,-2%,56%,,15,17,-1
Disposal,12,Mark Keane,ADE,SYD,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,-6%,64%,,13.5,23,-1
Disposal,12,Harris Andrews,BRL,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,🔵 Strong Easy,,,🟡 CONSIDER,0%,55%,,13,16,-1
Disposal,12,Jack Payne,BRL,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,🔵 Strong Easy,,,🟡 CONSIDER,10%,50%,,10.5,17,-1
Mark,14,Jake Bowey,MEL,PTA,Des,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,2%,46%,,5.5,3,1
Mark,11,Josh Battle,HAW,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,4%,50%,#REF!,5.5,6,-1
Disposal,12,Karl Worner,FRE,GCS,KeyD,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔹 Slight Easy,,,🟡 CONSIDER,1%,50%,,13.5,10,1
Mark,14,Josh Treacy,FRE,NTH,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,,3%,67%,,5,8,-1
Disposal,12,Nate Caddy,ESS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,9%,40%,,10.5,10,1
Disposal,12,Shannon Neale,GEE,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,-18%,82%,,9.5,8,1
Disposal,12,Tim Membrey,COL,HAW,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,9%,56%,,10,9,1
Mark,11,Brennan Cox,FRE,PTA,GenD,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,18%,50%,#REF!,4.5,3,1
Disposal,12,Ben King,GCS,FRE,KeyF,✅ Neutral,⚠️ Medium Unders Edge (Rain),🟠 Moderate Unders,,,🟡 CONSIDER,-5,56%,,7.5,7,1
Disposal,12,Jeremy Cameron,GEE,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,-6%,73%,,15.5,14,1
Disposal,12,Brody Mihocek,COL,HAW,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,11%,33%,,8.5,12,-1
Mark,11,Heath Chapman,FRE,PTA,GenD,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,-9%,67%,#REF!,5,9,-1
Disposal,12,Peter Wright,ESS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,28%,33%,,11.5,15,-1
Mark,11,Lawson Humphries,GEE,WBD,Des,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,,7%,55%,#REF!,5.5,6,-1
Mark,11,Jack Henry,GEE,WBD,GenD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,,33%,60%,#REF!,6,8,-1
Disposal,12,Lloyd Meek,HAW,COL,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,-5%,60%,,13.5,15,-1
Disposal,12,Rowan Marshall,STK,MEL,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER,6%,55%,,16.5,16,1
Disposal,12,Brodie Grundy,SYD,ADE,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER,7%,46%,,16,23,-1
Disposal,12,Darcy Fort,BRL,ESS,Ruck,🟡 Slight (Short Break),✅ Neutral,🔵 Strong Easy,,,🟡 CONSIDER,-2%,80%,,11,10,1
Disposal,12,Rhys Stanley,GEE,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,🟡 CONSIDER,-15%,67%,,12,9,1
Disposal,12,Max Gawn,MEL,STK,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER,3%,46%,,21,22,-1
Mark,11,Nick Haynes,CAR,GWS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,21%,50%,#REF!,7,8,-1
Mark,11,Luke Ryan,FRE,PTA,Des,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,0%,60%,#REF!,6.5,7,-1
Mark,11,Jordan Clark,FRE,PTA,Des,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,-4%,60%,#REF!,5.5,6,-1
Disposal,12,Matthew Johnson,FRE,GCS,Wing,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟠 Moderate Unders,,,🟡 CONSIDER,3%,55%,,18.5,18,1
Disposal,12,Jarrod Berry,BRL,ESS,Wing,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,,,🟡 CONSIDER,-3%,70%,,19,25,-1
Mark,14,Mitchell Hinge,ADE,HAW,GenD,✅ Neutral,✅ Neutral,✅ Neutral,,,,4%,42%,,4.5,5,-1
Disposal,12,Brayden Fiorini,GCS,FRE,Wing,✅ Neutral,⚠️ Medium Unders Edge (Rain),🟠 Moderate Unders,,,🟡 CONSIDER,-3%,33%,,17.5,19,-1
Mark,13,Jack Darling,NTH,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,🟡 CONSIDER - Long Travel,-14%,64%,,4,4,0
Mark,13,Nick Larkey,NTH,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,🟡 CONSIDER - Long Travel,-18%,91%,,5,6,-1
Disposal,13,Eric Hipwood,BRL,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER - Long Travel,11%,50%,,9.5,9,1
Disposal,13,Logan Morris,BRL,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER - Long Travel,3%,46%,,8.5,12,-1
Disposal,13,Jack Darling,NTH,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER - Long Travel,1%,55%,,10.5,10,1
Disposal,10,Bayley Fritsch,MEL,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,1%,50%,#REF!,9.5,7,1
Disposal,10,Jesse Hogan,GWS,FRE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,3%,75%,#REF!,12.5,11,1
Disposal,13,Nick Larkey,NTH,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER - Long Travel,-5%,73%,,10,11,-1
Disposal,14,Sam Docherty,CAR,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER - Moderate DvP Long Travel,-15%,63%,,23.5,20,1
Disposal,10,Josh Treacy,FRE,GWS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,,5%,33%,#REF!,10.5,11,-1
Mark,13,Sam Banks,RIC,SYD,Des,✅ Neutral,⚠️ Medium Unders Edge (Rain),🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP,12%,40%,,5,4,1
Mark,13,Ben Miller,RIC,SYD,KeyD,✅ Neutral,⚠️ Medium Unders Edge (Rain),🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP,30%,25%,,4.5,8,-1
Disposal,10,Aaron Naughton,WBD,ESS,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,1%,56%,#REF!,11.5,11,1
Disposal,10,Patrick Dangerfield,GEE,PTA,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,5%,67%,#REF!,16,3,1
Disposal,10,Jack Darling,NTH,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,-4%,56%,#REF!,10.5,17,-1
Mark,10,Jeremy Cameron,GEE,PTA,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,4%,56%,#REF!,5,8,-1
Disposal,11,Jake Waterman,WCE,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,-4%,57%,#REF!,11,7,1
Tackle,12,Jacob Hopper,RIC,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP Tackles,-14%,73%,,4,2,1
Tackle,12,James Worpel,HAW,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP Tackles,10%,70%,,5,4,1
Tackle,12,Jai Newcombe,HAW,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP Tackles,16%,60%,,5,3,1
Tackle,12,Kamdyn McIntosh,RIC,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP Tackles,7%,58%,,4,1,1
Tackle,12,Tim Taranto,RIC,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP Tackles,8%,57%,,4.5,2,1
Tackle,14,Lachie Neale,BRL,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP Tackles,-10%,69%,,4,2,1
Tackle,14,Josh Dunkley,BRL,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP Tackles,14%,54%,,6,2,1
Tackle,14,Hugh McCluggage,BRL,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP Tackles,25%,46%,,4.5,1,1
Mark,13,Mitch Georgiades,PTA,GWS,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),✅ Neutral,,,🟡 STRONG BET - Long Travel,21%,36%,,4.5,5,1
Disposal,13,Caleb Daniel,NTH,WCE,Des,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟡 STRONG BET - Long Travel,4%,64%,,25,29,-1
Disposal,13,Connor Rozee,PTA,GWS,Des,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟡 STRONG BET - Long Travel,5%,46%,,27.5,28,-1
Mark,13,Paul Curtis,NTH,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,🟡 STRONG BET - Long Travel,9%,50%,,4,2,1
Mark,14,Luke Ryan,FRE,NTH,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,6%,58%,,6,3,1
Mark,13,Cameron Zurhaar,NTH,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,🟡 STRONG BET - Long Travel,7%,73%,,4,6,-1
Disposal,13,Luke McDonald,NTH,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🟡 STRONG BET - Long Travel,1%,55%,,14,23,-1
Disposal,13,Charlie Cameron,BRL,ADE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟡 STRONG BET - Long Travel,5%,50%,,9.5,7,1
Disposal,13,Callum Ah Chee,BRL,ADE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟡 STRONG BET - Long Travel,8%,58%,,11,10,1
Disposal,13,Cam Rayner,BRL,ADE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟡 STRONG BET - Long Travel,-2%,58%,,14.5,17,-1
Disposal,13,Kai Lohmann,BRL,ADE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟡 STRONG BET - Long Travel,-31%,71%,,10.5,11,-1
Disposal,13,Cameron Zurhaar,NTH,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 STRONG BET - Long Travel,-7%,73%,,12.5,10,1
Disposal,13,Paul Curtis,NTH,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 STRONG BET - Long Travel,8%,50%,,13,8,1
Disposal,13,Colby McKercher,NTH,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 STRONG BET - Long Travel,-5%,64%,,17,35,-1
Mark,13,Jack Payne,BRL,ADE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟡 STRONG BET - Long Travel,3%,55%,,6,9,-1
Mark,13,Harris Andrews,BRL,ADE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟡 STRONG BET - Long Travel,22%,42%,,6,7,-1
Mark,13,Aliir Aliir,PTA,GWS,KeyD,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟠 Moderate Unders,,,🟡 STRONG BET - Long Travel,3%,46%,,6,4,1
Mark,14,Brennan Cox,FRE,NTH,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,19%,58%,,4,6,-1
Mark,13,Mac Andrew,GCS,GEE,KeyD,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔷 Moderate Easy,,,🟡 STRONG BET - Long Travel,13%,60%,,4.5,2,1
Disposal,13,Aliir Aliir,PTA,GWS,KeyD,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟡 STRONG BET - Long Travel,4%,55%,,13,14,-1
Disposal,13,Mac Andrew,GCS,GEE,KeyD,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔷 Moderate Easy,,,🟡 STRONG BET - Long Travel,3%,60%,,13,11,1
Mark,13,Caleb Daniel,NTH,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,🟡 STRONG BET - Long Travel,14%,55%,,3.5,4,-1
Disposal,13,Harris Andrews,BRL,ADE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟡 STRONG BET - Long Travel,2%,50%,,13,14,-1
Disposal,13,Jack Payne,BRL,ADE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟡 STRONG BET - Long Travel,9%,55%,,11,18,-1
Disposal,13,Mitch Georgiades,PTA,GWS,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟡 STRONG BET - Long Travel,6%,45%,,11.5,8,1
Disposal,10,Toby Nankervis,RIC,NTH,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,7%,56%,#REF!,16,15,1
Mark,10,Max Holmes,GEE,PTA,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,16%,44%,#REF!,4.5,5,-1
Disposal,10,Rowan Marshall,STK,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,,-7%,67%,#REF!,18.5,27,-1
